date_time,air_pollution_index
2017-05-18 00:00:00,154.2389999273683
2017-05-18 00:00:00,154.60858564850122
2017-05-18 00:00:00,154.15727081770706
2017-05-18 01:00:00,154.59409216190414
2017-05-18 01:00:00,154.84543933567323
2017-05-18 02:00:00,154.31093751304647
2017-05-18 02:00:00,154.32580759208793
2017-05-18 02:00:00,154.24751144533752
2017-05-18 03:00:00,154.28612122041775
2017-05-18 03:00:00,154.18275275209538
2017-05-18 03:00:00,154.34093370007264
2017-05-18 04:00:00,154.5658299645011
2017-05-18 04:00:00,154.58070004354252
2017-05-18 04:00:00,153.911211159973
2017-05-18 05:00:00,153.5026709318813
2017-05-18 05:00:00,153.87225665301426
2017-05-18 05:00:00,153.67572195890003
2017-05-18 06:00:00,153.37772852852135
2017-05-18 06:00:00,153.7872566502677
2017-05-18 07:00:00,152.71759578821195
2017-05-18 07:00:00,153.71831664677745
2017-05-18 08:00:00,153.13760128887392
2017-05-18 08:00:00,153.75622551766708
2017-05-18 08:00:00,152.8206706216872
2017-05-18 09:00:00,153.2255787466686
2017-05-18 09:00:00,153.00397173098239
2017-05-18 09:00:00,153.72849857361885
2017-05-18 10:00:00,154.36203094838456
2017-05-18 10:00:00,154.3787381252461
2017-05-18 11:00:00,152.64563317787906
2017-05-18 12:00:00,153.05883108199862
2017-05-18 13:00:00,153.3084117177899
2017-05-18 14:00:00,153.7100153106163
2017-05-18 15:00:00,154.563226056102
2017-05-18 16:00:00,153.63657400581332
2017-05-18 17:00:00,153.66057931932247
2017-05-18 18:00:00,154.675040992234
2017-05-18 19:00:00,154.1777144624979
2017-05-18 20:00:00,155.18677260089385
2017-05-18 21:00:00,156.03736922670433
2017-05-18 22:00:00,154.92654605824094
2017-05-18 23:00:00,156.68616999436296
2017-05-19 00:00:00,156.49961973432454
2017-05-19 01:00:00,155.30923494787083
2017-05-19 02:00:00,156.823327331758
2017-05-19 03:00:00,156.1084843213299
2017-05-19 04:00:00,156.15654499932117
2017-05-19 05:00:00,156.2828270662837
2017-05-19 06:00:00,155.55545402957694
2017-05-19 07:00:00,155.2615962369674
2017-05-19 08:00:00,154.4372384958038
2017-05-19 09:00:00,153.96795101866766
2017-05-19 10:00:00,154.02660714829247
2017-05-19 11:00:00,154.70750807170631
2017-05-19 12:00:00,155.92848048651112
2017-05-19 13:00:00,156.33539380531374
2017-05-19 14:00:00,155.72821376352266
2017-05-19 15:00:00,156.1954605121465
2017-05-19 16:00:00,154.9377711314172
2017-05-19 17:00:00,155.68810538497198
2017-05-19 18:00:00,155.12815736683675
2017-05-19 19:00:00,154.23315987369008
2017-05-19 20:00:00,154.67006920799864
2017-05-19 21:00:00,154.93650728983403
2017-05-19 22:00:00,155.4084769870336
2017-05-19 23:00:00,155.58629278561557
2017-05-20 00:00:00,155.08242953261762
2017-05-20 01:00:00,154.81220664867615
2017-05-20 02:00:00,155.10143198255992
2017-05-20 03:00:00,155.60545995497122
2017-05-20 04:00:00,155.3833084040077
2017-05-20 05:00:00,154.79770071852428
2017-05-20 06:00:00,153.40952794739198
2017-05-20 07:00:00,155.15991374116243
2017-05-20 08:00:00,153.5455795534114
2017-05-20 09:00:00,151.66262953517787
2017-05-20 09:00:00,153.5152687946156
2017-05-20 10:00:00,153.81456860112814
2017-05-20 10:00:00,154.2348329036616
2017-05-20 11:00:00,153.24889015097716
2017-05-20 11:00:00,153.04999608228457
2017-05-20 11:00:00,153.79936976708095
2017-05-20 12:00:00,152.96547184931364
2017-05-20 12:00:00,153.20808490283403
2017-05-20 13:00:00,153.2242886067486
2017-05-20 13:00:00,153.4756357805177
2017-05-20 14:00:00,153.32603362834922
2017-05-20 14:00:00,152.86794951793536
2017-05-20 15:00:00,152.72366829541107
2017-05-20 15:00:00,153.2247956053677
2017-05-20 16:00:00,153.2671857856538
2017-05-20 16:00:00,153.87324860151438
2017-05-20 17:00:00,153.87317221811068
2017-05-20 17:00:00,154.00628084451597
2017-05-20 18:00:00,154.1128556104074
2017-05-20 18:00:00,153.70332748866105
2017-05-20 18:00:00,154.1911517571578
2017-05-20 19:00:00,152.84760641866143
2017-05-20 19:00:00,154.51100209954348
2017-05-20 19:00:00,154.1962288580654
2017-05-20 20:00:00,153.89547809006177
2017-05-20 20:00:00,154.50154090592235
2017-05-20 20:00:00,154.6597218538996
2017-05-20 21:00:00,154.38994170024114
2017-05-20 21:00:00,154.4682378469915
2017-05-20 21:00:00,153.50745938903947
2017-05-20 22:00:00,153.7844340746445
2017-05-20 22:00:00,154.03323295317165
2017-05-20 22:00:00,153.4271701373111
2017-05-20 23:00:00,154.61664715517307
2017-05-20 23:00:00,154.62175386981662
2017-05-20 23:00:00,153.77921395922837
2017-05-21 00:00:00,154.8002918806121
2017-05-21 00:00:00,153.91780956941042
2017-05-21 00:00:00,154.87858802736247
2017-05-21 01:00:00,154.67254200050735
2017-05-21 01:00:00,154.14477533139717
2017-05-21 02:00:00,154.88932702508728
2017-05-21 02:00:00,154.26174292387384
2017-05-21 02:00:00,154.5420328913913
2017-05-21 03:00:00,154.50017485343434
2017-05-21 03:00:00,154.6424281974062
2017-05-21 04:00:00,155.49160561121175
2017-05-21 04:00:00,155.05859382236986
2017-05-21 05:00:00,154.92030231809517
2017-05-21 05:00:00,155.17164949186426
2017-05-21 05:00:00,155.50245047391925
2017-05-21 06:00:00,154.09251063955878
2017-05-21 06:00:00,154.89232573550902
2017-05-21 06:00:00,154.93226813612245
2017-05-21 07:00:00,154.4817156380016
2017-05-21 07:00:00,154.30319283802535
2017-05-21 07:00:00,155.05256652282176
2017-05-21 08:00:00,154.6399810122802
2017-05-21 08:00:00,154.88721363656325
2017-05-21 09:00:00,153.9775830261848
2017-05-21 09:00:00,154.0700891644603
2017-05-21 10:00:00,154.72845888095324
2017-05-21 10:00:00,153.76768042300117
2017-05-21 10:00:00,154.66582509132306
2017-05-21 11:00:00,154.45055986426786
2017-05-21 11:00:00,154.01754807542596
2017-05-21 11:00:00,153.26226361423235
2017-05-21 12:00:00,153.8295369424302
2017-05-21 12:00:00,154.0260716365444
2017-05-21 12:00:00,153.2068719293923
2017-05-21 13:00:00,153.3649128504301
2017-05-21 13:00:00,153.46517060026287
2017-05-21 13:00:00,154.4174849982047
2017-05-21 14:00:00,154.0996598038219
2017-05-21 14:00:00,154.11452988286334
2017-05-21 15:00:00,153.42732264814646
2017-05-21 16:00:00,153.75265010003747
2017-05-21 16:00:00,153.2248834309273
2017-05-21 17:00:00,152.65065434518314
2017-05-21 18:00:00,154.3468829214044
2017-05-21 18:00:00,154.71646864253734
2017-05-21 19:00:00,153.9540379645492
2017-05-21 19:00:00,154.86407002240787
2017-05-21 20:00:00,154.56688067640295
2017-05-21 20:00:00,154.8617136421056
2017-05-21 20:00:00,154.66517894799136
2017-05-21 21:00:00,154.15865354113663
2017-05-21 21:00:00,154.41061413022297
2017-05-21 22:00:00,154.25353196193637
2017-05-21 22:00:00,154.31695802964535
